party,state,finance.better,vote.method,child.indep,child.curio,child.obed,child.consid,us.world,us.better,rural.govt,rural.infl,rural.resp,women.child,women.work,women.favors,women.comp,year,Religion,President,women.media,women.disc,women.hire,women.opp,score
Democrat,michigan,3,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.75
Independent,michigan,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,Al Gore,NA,NA,NA,NA,0.75
Independent,michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Republican,michigan,3,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.5
Democrat,michigan,NA,NA,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.625
Independent,illinois,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.5
Independent,illinois,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,1
Independent,illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Independent,illinois,5,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,George W. Bush,NA,NA,NA,NA,0.75
Republican,illinois,3,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.25
Democrat,illinois,3,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Independent,indiana,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,1
Democrat,indiana,3,NA,1,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,NA,NA,NA,NA,NA,0.75
Independent,indiana,NA,NA,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.125
Democrat,massachusetts,3,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Republican,illinois,3,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,1
Democrat,washington,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.75
Independent,california,2,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Democrat,california,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,1
Republican,colorado,5,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,1
Independent,colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Republican,washington,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Other Religion,NA,NA,NA,NA,NA,0.5
Independent,louisiana,NA,NA,0.5,0.5,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.625
Independent,florida,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.5
Democrat,maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Democrat,minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Other Religion,NA,NA,NA,NA,NA,NA
Republican,wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Republican,wisconsin,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.5
Independent,massachusetts,3,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.75
Democrat,massachusetts,2,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Jewish,Al Gore,NA,NA,NA,NA,0.25
Republican,new hampshire,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.25
Democrat,new york,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,1
Independent,new york,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Other Religion,NA,NA,NA,NA,NA,NA
Democrat,new york,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,1
Independent,new york,3,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.75
Democrat,new york,3,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.5
Independent,oregon,3,NA,1,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.625
Democrat,oregon,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,1
Democrat,oregon,4,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,1
Independent,washington,3,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.75
Republican,washington,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.5
Independent,oregon,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,1
Independent,new jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Democrat,new jersey,2,NA,1,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Independent,virginia,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,George W. Bush,NA,NA,NA,NA,1
Democrat,alabama,3,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.75
Democrat,alabama,NA,NA,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,NA,NA,NA,NA,NA,0.875
Independent,washington,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.75
Republican,washington,3,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,1
Democrat,iowa,2,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Republican,iowa,NA,NA,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Other Religion,George W. Bush,NA,NA,NA,NA,0.625
Republican,iowa,3,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.25
Independent,iowa,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0
Independent,arkansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Independent,oregon,3,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Ralph Nader,NA,NA,NA,NA,0
Independent,washington,NA,NA,1,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA,0.625
Republican,utah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Republican,utah,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.5
Democrat,utah,3,NA,0.5,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.25
Democrat,new jersey,NA,NA,1,1,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.875
Republican,new jersey,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.5
Republican,new jersey,2,NA,0.5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA,0.875
Democrat,georgia,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,1
Republican,alabama,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.75
Republican,oregon,3,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,1
Democrat,oregon,3,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Jewish,Al Gore,NA,NA,NA,NA,0
Democrat,illinois,2,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,1
Independent,missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Republican,missouri,3,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,George W. Bush,NA,NA,NA,NA,0.75
Democrat,illinois,3,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0
NA,california,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.75
Independent,california,NA,NA,1,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.625
Republican,massachusetts,3,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,1
Independent,new hampshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Independent,new hampshire,2,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Independent,oregon,3,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0
Democrat,california,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Republican,california,3,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.25
Republican,california,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Independent,utah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Independent,utah,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA,0.5
Democrat,utah,NA,NA,0.5,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.625
Independent,new jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Independent,massachusetts,2,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.75
Independent,massachusetts,5,NA,1,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA,0.625
Independent,massachusetts,3,NA,1,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.75
Independent,colorado,1,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Ralph Nader,NA,NA,NA,NA,0.25
Independent,colorado,NA,NA,0,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.125
Democrat,michigan,2,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.75
Republican,texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Independent,california,NA,NA,0.5,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.375
Independent,new york,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA,0.5
Independent,minnesota,2,NA,1,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,George W. Bush,NA,NA,NA,NA,0.625
Democrat,iowa,3,NA,0.5,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.25
Democrat,wisconsin,3,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Democrat,minnesota,1,NA,1,0.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Other Religion,Al Gore,NA,NA,NA,NA,0.75
Democrat,wisconsin,3,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,1
Independent,michigan,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.25
Republican,michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Independent,michigan,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Pat Buchanan,NA,NA,NA,NA,0.25
Independent,new jersey,NA,NA,1,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Other Religion,George W. Bush,NA,NA,NA,NA,0.625
Republican,massachusetts,3,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,1
Independent,massachusetts,2,NA,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.875
Democrat,massachusetts,NA,NA,0.5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA,0.875
Republican,utah,2,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.5
Democrat,new jersey,NA,NA,0.5,0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.375
Democrat,texas,4,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.75
Democrat,texas,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,1
Democrat,texas,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.5
Democrat,pennsylvania,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Republican,pennsylvania,3,NA,1,0.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.75
Democrat,ohio,2,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.75
Democrat,ohio,NA,NA,0.5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,Al Gore,NA,NA,NA,NA,0.875
Republican,california,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,George W. Bush,NA,NA,NA,NA,0
Democrat,california,3,NA,1,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Jewish,Al Gore,NA,NA,NA,NA,0.625
Independent,virginia,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,1
Republican,virginia,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.5
Independent,virginia,4,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Ralph Nader,NA,NA,NA,NA,0.25
Republican,michigan,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.5
Independent,california,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Democrat,california,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Democrat,california,2,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Independent,california,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.75
Democrat,minnesota,3,NA,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.875
Republican,california,3,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.25
Republican,california,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,1
Republican,california,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.75
Republican,california,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,1
Republican,california,3,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.5
Republican,california,NA,NA,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.375
Independent,california,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.25
Democrat,california,NA,NA,1,0.5,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Republican,california,4,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.25
Republican,pennsylvania,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0
Independent,new jersey,2,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Independent,texas,3,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,George W. Bush,NA,NA,NA,NA,0.5
Independent,texas,2,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0
Democrat,texas,NA,NA,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,NA,NA,NA,NA,NA,0.875
Democrat,texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Republican,texas,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,1
Democrat,texas,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.25
Republican,michigan,NA,NA,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.875
NA,michigan,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA,1
Independent,michigan,3,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,1
Independent,texas,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,NA,NA,NA,NA,NA,0.75
Republican,texas,3,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.25
Democrat,texas,3,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.75
Democrat,indiana,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.75
Independent,indiana,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,1
Independent,indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Independent,indiana,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.75
Independent,texas,NA,NA,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.625
Independent,texas,2,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Ralph Nader,NA,NA,NA,NA,0.25
Independent,texas,2,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,1
Independent,texas,3,NA,0,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.375
Republican,new york,3,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,George W. Bush,NA,NA,NA,NA,1
Independent,minnesota,2,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Democrat,new york,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.666666666666667
Republican,new york,3,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,Ralph Nader,NA,NA,NA,NA,1
Independent,indiana,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.75
Independent,indiana,4,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Harry Brown,NA,NA,NA,NA,0
Republican,indiana,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,1
Independent,indiana,3,NA,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.875
Independent,indiana,2,NA,1,0.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.75
Independent,minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Democrat,new york,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.75
Republican,alabama,NA,NA,0.5,0.5,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,George W. Bush,NA,NA,NA,NA,0.375
Republican,virginia,3,NA,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,0.625
Democrat,virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Independent,alabama,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA,1
Independent,florida,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,0.5
Independent,florida,1,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,NA,NA,NA,NA,NA,0.75
Independent,florida,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,NA,NA,NA,NA,NA,0.75
Independent,florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
Democrat,maryland,2,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Other Religion,Al Gore,NA,NA,NA,NA,1
Democrat,maryland,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Democrat,maryland,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.5
Democrat,virginia,3,NA,0.5,0.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA,0.625
